videoId,textOriginal,authorDisplayName,publishedAt,commentId
t68QfjvISZ8,"Wenn alle nicht mit machen ,. können sie ...... s........ gehen",Helmut Hinterreiter,2023-04-29T12:04:39Z,UgydM5x1cG3yd_DLOu14AaABAg
t68QfjvISZ8,Bauernfängerin,gismo1337,2023-04-29T11:30:48Z,UgxrYl2E6XOe9-pQFKx4AaABAg
t68QfjvISZ8,"Zitat: "" ..... Niemand hat die Absicht, eine Mauer zu errichten .... "" 

Das ""Grüne Pack"" hat die Bürger schon oft belogen......",Klaus Ing,2023-04-29T11:08:09Z,UgweQrjyRbqcbEyrObR4AaABAg
t68QfjvISZ8,"Tja, ein Volk daß sich nicht wehrt, hat es nicht anders verdient.... Weiter schön diese scheingrünen Heuchler wählen... Und ihr Nichtwähler, weiter schön politisch desinteressiert sein und das alles zulassen.... Lasst die scheingrünen Heuchler nur machen, ihr habt es nicht anders verdient....
Lasst den Wahnsinn sich voll entfalten.... Schwenkt die Regenbogenfahne 🏳️‍🌈 und vergesst nicht zu Gendern (ganz wichtig)...!!!",Henry von Zeppelin,2023-04-29T10:00:15Z,UgzV8oXQxwQ0QdyIDXB4AaABAg
t68QfjvISZ8,"Heizung ja, aber kann man es sich auch leisten sie anzumachen???",Jo Hanna,2023-04-29T09:43:46Z,UgwRSNd_V8JquRztl_l4AaABAg
t68QfjvISZ8,"1961: „Niemand hat die Absicht eine Mauer zu errichten!“
2020: „Es wird keinen erneuten Lockdown und auch keine Impfpflicht geben!“
2023: „Keiner wird gezwungen sein Haus zu verkaufen!“
… alles klar???",Albrecht8000,2023-04-29T09:06:15Z,UgyjwnceAlWkZ37NYoV4AaABAg
t68QfjvISZ8,"Frau Wagenknecht, 
Nicht Politiker regieren die Menschen,  sondern Götter.
Politiker sind Marionetten der wahren Könige. Entweder Gottes oder des Teufels 🙂

Im alten Testament steht geschrieben ""
Gleich Wasserbächen ist eines Königs Herz in der Hand Jehovas(JHWH); wohin immer er will, neigt er es....""

Sprüche 21:1-25 ELB

Vergessen Sie diese Worte nie.
Allerdings sollten sie auch wissen,  dass der Teufel auf der Erde auch regiert. Siehe Johannes Offenbarung und Jesaja 14.

Für Transgender Agenten:

Irgendwann regieren geschlechtslose Könige(""nonbinär und hexadecimal code"") mit dem auserwählten Messijahs Jesus die Erde. Siehe Johannes Offenbarung....
Ihr Transgender Ideologen seid nur zu voreilig! 
 🙂",Aslan Nuri,2023-04-29T08:54:39Z,Ugze5xLxZ743GO031iN4AaABAg
t68QfjvISZ8,"NEIN, einfach NEIN und fertig❗
Und da wird auch nicht diskutiert und hinterfragt... nicht wahr👌",Ölk Anne,2023-04-29T07:55:19Z,Ugx3hqtz5_aGP10Uv_J4AaABAg
t68QfjvISZ8,"Vor allem die Teile sind richtig laut. Mag man vielleicht tagsüber nicht so hören, aber nachts. Ich bin die ganze Nacht unterwegs und es haben einige eine Wärmepumpe und die Dinger brummen ordentlich. Man hört die teilweise 2 Häuser weiter. Viel Spaß beim Schlafen.",kkldsofkoskodf,2023-04-29T07:19:31Z,UgwXBy-Q5QovGYMKWDF4AaABAg
t68QfjvISZ8,Der Verbraucher wird durch ein Verbot von Ölheizungen davor beschützt in eine neue Ölheizung zu investieren. Das  wäre schließlich fatal da die dann ja verboten sind. Klingt sehr schlüssig diese Logik.,Martin Kunz,2023-04-29T07:13:45Z,UgyhGqQu81rze1UzQpR4AaABAg
t68QfjvISZ8,"Ja, wir sollten zurück zur DDR, endlos Wärme kostenlos geliefert und Fenster auf wenn man zu viel schwitzt.",Peter Ebel,2023-04-29T07:04:57Z,UgzMG9pNTcfGmX3YTup4AaABAg
t68QfjvISZ8,"Habeck ist ein Psychisch kranke  Minister ! Weist er nicht das Hygiene   zustande kann auch Psychische volgen haben? 
Wenn mann sich nicht Pflegt  regelmäßig kann auch Infektionen und Viren leichter durch den Pilzen und Bakterien gesamte Körper schaden!  FÜR MICH IST ER PSYCHISCH KRANK!",Helena Kunz,2023-04-29T07:01:07Z,UgxIF3U4uuoQ9OLsRHd4AaABAg
t68QfjvISZ8,Putins Speerspitze😢,Diana Latexlover,2023-04-29T06:26:58Z,UgyFrG9NmefHRC_ETjR4AaABAg
t68QfjvISZ8,Da iss sie wieder.......,Harry on Duty,2023-04-29T03:53:41Z,UgxNYItuHZxFpAEhcwZ4AaABAg
t68QfjvISZ8,Wenn wir alle auf die Straße gehen und die Arbeit niederlegen werden wir das Gesocks das sich Regierung nennt auch los nur müssen wir es gemeinsam tun. Diese Regierung ist untragbar. Die sind unser Sargnagel.,DJDocInc,2023-04-29T00:34:06Z,UgxRw5dgty2lVQ7jkCB4AaABAg
t68QfjvISZ8,…so wie keiner seine Arbeit verloren hat wenn er sich nicht Impfen ließ und es wurde auch keiner zur Impfung gezwungen…- alles leere Versprechungen   !!!…💔💚,Anette Waits,2023-04-29T00:29:09Z,UgwRrQucfxTs5fUfETt4AaABAg
t68QfjvISZ8,Verbrecherbande..!!!,MrSillyMouth,2023-04-28T22:30:42Z,UgwsxdoULU-ISUUQRAN4AaABAg
t68QfjvISZ8,"Bitte entfernt endlich diese Verbrecher aus der Regierung.  Die haben so viel Dreck am Stecken,  es reicht.",Gabriele Vanek,2023-04-28T22:22:09Z,Ugxysj8p-RooTW6NmQJ4AaABAg
t68QfjvISZ8,"Warum ist Miete zu teuer? Alles teuer geworden, wie können die Menschen schaffen",Emrah Erhan,2023-04-28T20:37:40Z,Ugy1fNoQVC06Ln-8UzZ4AaABAg
t68QfjvISZ8,"Habt ihr alle mal in eurer Nachbarschaft eine wärmepumpe im Betrieb gehört,nein ich wünsche euch viel Spaß denn dann ist die Ruhe dahin ….",Peter Breul,2023-04-28T20:17:30Z,UgxL5b_BIxaK64dR05p4AaABAg
t68QfjvISZ8,";> Es geht net mal ums Klima, sondern nur ums Geld und Enteignung, sowie macht. So wie immer <;",KI 1001 ,2023-04-28T19:41:51Z,UgxC5DljZB5dCab6fc14AaABAg
t68QfjvISZ8,"Kommt sowieso nicht der Blödsinn, weil nicht möglich.",Equity 4you,2023-04-28T19:25:08Z,UgzzjE0aGXmy1PPMcSt4AaABAg
